Name,Age,GPA,Sports_Played,Credits_Completed,Major,Year
Kelsey Moore,15,3.74,1,40,Early Childhood Education,Senior
Josh Williams,18,0.63,1,57,Early Childhood Education,Junior
Sujay Lopez,18,1.01,3,40,Early College,Sophomore
Gavin Garcia,16,2.18,2,25,Business,Freshman
Cal Gonzalez,16,1.38,1,36,Computer Science,Senior
Manny Martin,18,3.91,3,14,Early Childhood Education,Senior
Alice Brown,16,1.68,0,14,Criminal Justice,Freshman
Gavin Martinez,17,1.53,0,34,Early College,Junior
Sujay Brown,18,0.87,2,29,Early Childhood Education,Freshman
Manny Jones,18,3.76,1,13,Construction,Sophomore
Kelsey Garcia,18,1.35,2,21,Computer Science,Junior
Sam Jackson,16,4.19,2,24,Construction,Junior
Dutch Miller,18,2.93,1,23,Culinary,Freshman
Sam Rodriguez,15,4.07,3,19,Criminal Justice,Freshman
Dutch Wilson,15,1.04,1,32,Bio Med,Junior
Dutch Rodriguez,18,0.95,0,9,Early Childhood Education,Freshman
Manny Martinez,14,0.37,1,56,Early Childhood Education,Freshman
Dutch Jones,19,2.75,3,56,Early College,Sophomore
Avery Davis,17,2.89,2,33,Marketing,Junior
Abby Rodriguez,18,3.25,2,42,Engineering,Sophomore
Cal Jones,15,3.81,1,24,Business,Sophomore
Josh Lopez,15,1.32,0,37,Early College,Freshman
Manny Rodriguez,14,1.34,1,31,Business,Freshman
Kelsey Taylor,19,0.91,3,12,Culinary,Junior
Kelsey Smith,16,3.28,3,2,Culinary,Sophomore
Alice Wilson,15,3.16,3,40,Culinary,Freshman
Emm Taylor,18,1.71,3,42,Culinary,Junior
Sam Jones,19,1.69,0,23,Bio Med,Senior
Dutch Davis,15,4.33,1,40,Criminal Justice,Senior
Gavin Brown,15,3.25,2,28,Early Childhood Education,Junior
Sam Garcia,16,3.29,2,45,Criminal Justice,Freshman
Kelsey Taylor,17,0.6,1,16,Marketing,Junior
Nate Taylor,16,2.27,3,27,Computer Science,Freshman
Vihaan Wilson,16,4.02,1,40,Computer Science,Junior
Manny Jones,19,3.09,0,54,Early College,Sophomore
Alice Taylor,18,3.49,3,54,Computer Science,Senior
Gavin Wilson,19,1.62,0,1,Early College,Senior
Joe Miller,14,1.52,1,0,Early College,Sophomore
Vihaan Smith,18,1.36,3,56,Criminal Justice,Junior
Gavin Rodriguez,17,1.54,2,48,Bio Med,Freshman
Sam Miller,14,3.89,3,16,Marketing,Freshman
Cal Johnson,17,3.79,1,18,Culinary,Junior
Avery Taylor,19,2.06,1,58,Culinary,Sophomore
Nate Gonzalez,16,2.64,3,37,Business,Junior
Avery Garcia,14,3.85,1,25,Marketing,Junior
Vihaan Jackson,14,4.39,1,27,Early College,Freshman
Abby Anderson,17,1.71,1,46,Culinary,Senior
Abby Brown,15,3.83,0,48,Construction,Junior
Cal Thomas,16,4.03,0,26,Criminal Justice,Freshman
Avery Gonzalez,19,1.02,0,55,Early College,Senior
Cal Williams,19,4.37,1,48,Culinary,Senior
Nate Garcia,15,3.57,3,6,Early Childhood Education,Freshman
Avery Garcia,15,0.83,0,34,Culinary,Junior
Joe Martinez,19,0.43,2,10,Business,Sophomore
Alice Davis,16,2.05,2,25,Bio Med,Senior
Cal Gonzalez,19,1.25,2,13,Early College,Senior
Dutch Johnson,19,3.97,3,23,Culinary,Senior
Sujay Anderson,16,2.97,0,59,Marketing,Freshman
Cal Brown,15,3.07,2,20,Computer Science,Senior
Kelsey Martin,19,2.75,1,28,Criminal Justice,Senior
Kelsey Lopez,14,0.88,3,13,Business,Senior
Alice Miller,15,1.16,1,6,Marketing,Freshman
Joe Gonzalez,19,0.46,3,51,Marketing,Senior
Nate Jackson,16,4.26,1,19,Culinary,Junior
Emm Wilson,17,3.13,0,24,Business,Junior
Kelsey Moore,15,3.89,1,1,Bio Med,Freshman
Emm Williams,16,3.31,3,41,Engineering,Junior
Manny Davis,18,1.45,0,32,Culinary,Freshman
Avery Martin,14,3.52,1,6,Early Childhood Education,Freshman
Avery Martin,14,4.39,0,50,Culinary,Senior
Dutch Thomas,14,1.24,2,47,Early Childhood Education,Junior
Vihaan Jackson,14,0.66,1,3,Bio Med,Junior
Kelsey Taylor,14,2.32,2,8,Criminal Justice,Senior
Gavin Brown,15,0.52,3,22,Business,Junior
Alice Garcia,14,1.08,1,6,Computer Science,Sophomore
Josh Davis,19,3.12,1,1,Computer Science,Senior
Avery Lopez,16,1.48,3,22,Marketing,Junior
Nate Martinez,15,0.93,0,30,Marketing,Freshman
Dutch Garcia,15,3.57,1,50,Early Childhood Education,Sophomore
Avery Martinez,16,4.31,3,10,Computer Science,Junior
Avery Garcia,18,2.62,3,42,Engineering,Sophomore
Dutch Jackson,19,2.95,0,49,Early Childhood Education,Freshman
Azria Thomas,19,4.26,1,52,Early Childhood Education,Junior
Azria Anderson,14,1.61,3,17,Culinary,Senior
Abby Hernandez,15,2.17,3,13,Bio Med,Sophomore
Gavin Garcia,15,4.18,1,8,Culinary,Freshman
Josh Martinez,16,2.63,0,6,Computer Science,Freshman
Emm Lopez,16,2.38,1,12,Construction,Senior
Emm Brown,19,2.62,3,26,Computer Science,Junior
Nate Taylor,17,2.27,0,36,Computer Science,Sophomore
Josh Hernandez,15,1.58,1,50,Early Childhood Education,Freshman
Sam Brown,18,1.8,1,28,Early Childhood Education,Senior
Dutch Martin,19,3.03,3,19,Engineering,Sophomore
Kelsey Hernandez,15,1.46,3,36,Marketing,Senior
Emm Anderson,16,4.14,1,11,Culinary,Freshman
Vihaan Williams,19,3.89,1,24,Engineering,Freshman
Alice Smith,19,3.68,0,20,Engineering,Sophomore
Emm Smith,17,1.9,3,16,Early College,Senior
Manny Davis,15,2.64,2,9,Construction,Sophomore
Cal Davis,15,1.32,1,29,Bio Med,Junior
Gavin Davis,15,4.39,1,29,Culinary,Sophomore
Dutch Williams,17,1.76,1,18,Early College,Freshman
Abby Smith,17,2.81,1,6,Early Childhood Education,Sophomore
Cal Smith,19,3.0,3,32,Bio Med,Junior
Manny Jones,17,4.15,1,42,Engineering,Junior
Sujay Jones,19,0.61,2,51,Construction,Junior
Azria Rodriguez,15,1.46,2,15,Culinary,Senior
Azria Garcia,19,4.04,1,32,Computer Science,Junior
Abby Williams,17,2.95,1,3,Early College,Junior
Alice Brown,17,1.27,2,18,Bio Med,Sophomore
Abby Garcia,18,4.09,0,35,Early College,Junior
Emm Gonzalez,16,2.84,0,7,Culinary,Freshman
Sujay Hernandez,18,3.72,2,60,Computer Science,Freshman
Kelsey Davis,18,2.64,1,23,Construction,Senior
Josh Smith,18,2.84,2,15,Construction,Junior
Joe Jackson,17,2.85,0,10,Construction,Sophomore
Sam Taylor,18,1.8,2,47,Criminal Justice,Sophomore
Josh Davis,16,0.99,0,9,Business,Freshman
Emm Gonzalez,15,1.09,3,23,Early Childhood Education,Senior
Avery Taylor,18,2.71,0,33,Early Childhood Education,Junior
Abby Hernandez,15,2.58,1,4,Construction,Senior
Nate Brown,18,0.53,1,3,Early Childhood Education,Sophomore
Sam Gonzalez,14,0.97,2,1,Marketing,Sophomore
Sam Johnson,16,2.33,3,50,Early College,Senior
Vihaan Lopez,17,2.17,2,51,Early Childhood Education,Freshman
Nate Lopez,18,3.58,0,33,Criminal Justice,Senior
Vihaan Moore,17,2.18,3,48,Marketing,Junior
Manny Thomas,19,3.62,3,47,Early Childhood Education,Freshman
Avery Martinez,14,1.2,3,12,Early College,Junior
Emm Martin,16,4.04,3,29,Construction,Freshman
Emm Moore,17,1.68,0,42,Bio Med,Senior
Cal Williams,16,2.66,3,58,Criminal Justice,Freshman
Emm Anderson,14,2.67,3,13,Criminal Justice,Junior
Alice Garcia,15,2.65,1,30,Construction,Freshman
Manny Lopez,18,2.5,2,25,Culinary,Senior
Kelsey Brown,19,1.9,3,26,Business,Sophomore
Dutch Brown,14,3.58,0,14,Marketing,Freshman
Vihaan Wilson,14,4.26,3,60,Business,Freshman
Manny Anderson,15,0.84,3,3,Construction,Junior
Sujay Martinez,16,3.15,0,12,Construction,Senior
Joe Garcia,14,2.31,1,43,Construction,Senior
Avery Anderson,15,1.02,0,51,Engineering,Freshman
Kelsey Davis,15,4.23,3,30,Marketing,Sophomore
Emm Brown,14,1.05,2,45,Engineering,Freshman
Vihaan Jackson,14,0.35,3,0,Early College,Sophomore
Dutch Martin,15,2.86,3,42,Engineering,Senior
Gavin Jackson,15,3.83,0,28,Computer Science,Freshman
Vihaan Lopez,14,1.53,0,20,Marketing,Sophomore
Sujay Anderson,14,4.2,1,32,Business,Senior
Abby Hernandez,14,0.75,0,7,Bio Med,Sophomore
Sujay Jackson,19,3.28,0,57,Construction,Freshman
Vihaan Jones,16,2.83,2,56,Marketing,Freshman
Avery Wilson,18,4.17,3,55,Culinary,Junior
Gavin Williams,14,4.38,3,13,Early Childhood Education,Senior
Azria Davis,15,2.24,3,22,Engineering,Sophomore
Avery Wilson,17,1.8,0,26,Criminal Justice,Senior
Dutch Lopez,18,2.89,0,47,Early College,Freshman
Manny Lopez,14,2.6,0,33,Early Childhood Education,Sophomore
Sujay Martin,18,1.79,0,39,Early College,Freshman
Vihaan Jackson,17,1.42,1,9,Early Childhood Education,Sophomore
Dutch Anderson,15,2.03,1,54,Bio Med,Freshman
Cal Anderson,17,2.41,1,4,Computer Science,Freshman
Avery Anderson,14,1.15,1,25,Culinary,Junior
Abby Anderson,18,0.69,0,19,Criminal Justice,Junior
Sam Anderson,18,3.8,1,2,Engineering,Senior
Dutch Davis,16,1.92,0,43,Construction,Sophomore
Emm Williams,17,1.8,0,40,Construction,Senior
Gavin Taylor,18,0.39,2,16,Early College,Junior
Cal Smith,18,3.21,2,34,Computer Science,Freshman
Emm Gonzalez,17,3.06,2,26,Criminal Justice,Junior
Abby Jackson,17,1.48,0,9,Marketing,Junior
Joe Gonzalez,14,1.64,2,26,Engineering,Senior
Alice Davis,15,3.01,3,60,Marketing,Sophomore
Gavin Jackson,17,1.02,2,34,Bio Med,Junior
Nate Wilson,18,0.35,2,42,Engineering,Sophomore
Josh Anderson,17,2.37,0,42,Culinary,Junior
Alice Gonzalez,17,0.84,2,9,Early Childhood Education,Senior
Cal Wilson,19,1.35,0,33,Marketing,Sophomore
Sujay Jones,18,2.05,3,42,Criminal Justice,Junior
Avery Hernandez,17,3.04,1,14,Culinary,Junior
Nate Johnson,15,1.76,0,20,Early Childhood Education,Sophomore
Nate Jones,14,0.58,1,23,Criminal Justice,Senior
Azria Taylor,17,3.04,3,60,Criminal Justice,Junior
Alice Moore,14,2.26,1,3,Early Childhood Education,Sophomore
Abby Johnson,19,2.68,0,0,Engineering,Freshman
Manny Martin,17,3.6,0,58,Early College,Senior
Sam Lopez,18,2.33,1,28,Criminal Justice,Senior
Cal Miller,18,4.32,2,38,Marketing,Junior
Manny Williams,16,3.94,2,21,Marketing,Sophomore
Cal Davis,15,3.29,2,12,Culinary,Sophomore
Nate Davis,14,3.12,0,34,Criminal Justice,Sophomore
Manny Martin,19,1.14,0,27,Computer Science,Junior
Vihaan Williams,18,3.87,2,9,Early College,Freshman
Azria Moore,16,0.3,1,53,Early College,Senior
Sujay Garcia,15,0.74,3,42,Marketing,Junior
Sam Johnson,15,0.66,3,24,Engineering,Junior
Sam Martin,15,1.46,2,44,Construction,Junior
Sam Martin,15,2.58,0,37,Marketing,Sophomore
Emm Williams,16,3.25,0,56,Early College,Freshman
Gavin Williams,16,0.31,0,14,Culinary,Junior
Abby Martin,15,1.6,2,17,Marketing,Freshman
Azria Martinez,14,2.62,1,15,Marketing,Junior
Emm Thomas,17,3.53,3,54,Marketing,Freshman
Dutch Smith,14,1.81,1,57,Early College,Senior
Sam Jackson,14,2.19,1,20,Engineering,Senior
Josh Anderson,17,0.4,2,7,Bio Med,Junior
Emm Martinez,16,2.74,0,40,Early Childhood Education,Sophomore
Joe Taylor,19,2.38,3,14,Bio Med,Junior
Josh Hernandez,16,0.38,2,15,Marketing,Sophomore
Josh Lopez,17,3.56,0,28,Early College,Senior
Azria Jones,14,2.25,0,54,Computer Science,Junior
Vihaan Lopez,19,3.38,1,26,Bio Med,Junior
Josh Brown,16,0.52,0,26,Engineering,Junior
Nate Hernandez,14,2.24,2,36,Construction,Senior
Azria Martin,15,3.39,0,31,Bio Med,Sophomore
Kelsey Miller,14,3.02,3,23,Computer Science,Junior
Vihaan Martin,14,1.5,0,38,Criminal Justice,Freshman
Sujay Miller,15,1.18,1,10,Early Childhood Education,Junior
Joe Davis,14,1.37,3,9,Marketing,Senior
Joe Williams,19,3.65,0,13,Criminal Justice,Sophomore
Abby Smith,16,1.43,1,2,Computer Science,Senior
Joe Davis,14,3.95,3,8,Early Childhood Education,Sophomore
Joe Smith,16,2.02,3,7,Marketing,Freshman
Joe Jones,16,1.52,2,20,Engineering,Senior
Joe Smith,14,0.7,3,11,Early College,Freshman
Vihaan Jones,14,0.31,1,32,Computer Science,Junior
Sam Rodriguez,18,3.96,2,33,Computer Science,Freshman
Kelsey Anderson,14,2.25,1,20,Construction,Freshman
Gavin Williams,15,1.06,1,47,Early College,Senior
Cal Thomas,19,0.65,0,8,Criminal Justice,Sophomore
Azria Miller,15,1.52,1,13,Computer Science,Freshman
Azria Gonzalez,19,1.29,2,34,Construction,Senior
Alice Martin,16,2.45,1,15,Early College,Freshman
Nate Smith,16,2.95,0,33,Criminal Justice,Sophomore
Alice Miller,17,0.54,2,9,Early College,Senior
Kelsey Davis,16,2.85,1,31,Criminal Justice,Junior
Abby Garcia,14,2.68,3,35,Business,Junior
Cal Jackson,14,2.72,0,32,Engineering,Senior
Gavin Johnson,14,1.46,0,34,Culinary,Sophomore
Dutch Wilson,15,0.81,0,18,Marketing,Sophomore
Alice Martin,15,2.88,1,50,Criminal Justice,Sophomore
Sujay Wilson,18,3.79,0,60,Business,Senior
Emm Smith,16,3.57,1,26,Marketing,Freshman
Joe Moore,17,3.06,1,33,Computer Science,Junior
Avery Taylor,15,2.92,1,24,Criminal Justice,Junior
Dutch Lopez,14,0.53,2,58,Bio Med,Senior
Abby Taylor,16,4.12,2,53,Construction,Senior
Sam Jones,15,3.62,2,29,Construction,Sophomore
Sujay Smith,17,0.36,2,2,Criminal Justice,Sophomore
Joe Brown,14,4.12,0,7,Marketing,Freshman
Sujay Williams,18,0.38,2,3,Culinary,Freshman
Sam Taylor,14,4.33,3,15,Business,Sophomore
Sujay Martinez,18,3.32,3,16,Construction,Freshman
Dutch Anderson,19,0.63,1,18,Bio Med,Senior
Dutch Smith,19,2.58,3,24,Criminal Justice,Freshman
Avery Williams,15,2.11,1,32,Construction,Sophomore
Sujay Jones,14,2.07,0,13,Engineering,Sophomore
Joe Rodriguez,16,3.19,1,32,Computer Science,Freshman
Abby Brown,19,2.15,3,27,Business,Freshman
Vihaan Williams,18,2.19,2,38,Marketing,Junior
Nate Garcia,16,3.66,2,26,Culinary,Freshman
Emm Smith,16,1.81,0,53,Culinary,Freshman
Joe Smith,14,3.38,0,44,Criminal Justice,Freshman
Gavin Davis,17,3.17,0,23,Construction,Senior
Vihaan Jones,16,4.22,1,19,Engineering,Junior
Avery Gonzalez,15,3.15,3,43,Criminal Justice,Freshman
Sam Smith,19,3.02,2,54,Early College,Senior
Avery Anderson,15,4.21,0,38,Early College,Sophomore
Nate Thomas,18,4.01,1,32,Computer Science,Freshman
Dutch Garcia,16,2.68,3,60,Early Childhood Education,Senior
Emm Anderson,18,2.13,1,27,Early College,Junior
Vihaan Wilson,18,2.01,1,59,Early College,Junior
Avery Taylor,18,0.64,1,40,Computer Science,Sophomore
Manny Moore,18,0.64,1,44,Culinary,Freshman
Vihaan Williams,14,3.18,0,32,Criminal Justice,Sophomore
Vihaan Hernandez,17,2.06,3,51,Engineering,Senior
Joe Martin,16,1.86,3,23,Business,Sophomore
Nate Taylor,16,0.44,0,28,Bio Med,Freshman
Abby Rodriguez,14,1.15,1,32,Culinary,Senior
Alice Jackson,18,2.4,2,51,Construction,Sophomore
Joe Johnson,17,1.01,1,34,Criminal Justice,Senior
Cal Anderson,17,2.4,0,43,Early College,Senior
Alice Brown,18,2.73,3,9,Criminal Justice,Junior
Emm Lopez,14,3.09,1,28,Business,Senior
Nate Hernandez,18,0.7,0,14,Marketing,Freshman
Cal Miller,17,1.54,3,48,Criminal Justice,Junior
Cal Miller,17,1.49,1,25,Business,Freshman
Josh Davis,16,3.64,2,52,Early Childhood Education,Freshman
Sam Lopez,19,0.66,3,55,Marketing,Junior
Kelsey Wilson,18,3.38,2,59,Culinary,Sophomore
Abby Garcia,17,1.42,0,19,Business,Sophomore
Nate Smith,19,3.98,0,16,Marketing,Senior
Alice Lopez,17,3.07,0,3,Construction,Freshman
Emm Brown,17,2.57,1,42,Business,Sophomore
Dutch Lopez,17,2.13,2,13,Culinary,Senior
Manny Smith,14,0.44,1,16,Construction,Senior
Dutch Rodriguez,17,2.71,2,22,Marketing,Freshman
Emm Brown,15,2.11,1,16,Marketing,Sophomore
Cal Moore,17,2.56,1,53,Bio Med,Senior
Sam Gonzalez,17,3.86,1,58,Early College,Junior
Joe Martinez,17,3.59,1,43,Computer Science,Sophomore
Josh Lopez,14,3.96,2,26,Marketing,Junior
Joe Moore,19,0.61,3,41,Marketing,Sophomore
Gavin Williams,18,3.92,3,8,Bio Med,Junior
Vihaan Moore,18,2.44,1,2,Business,Junior
Josh Rodriguez,19,0.43,3,23,Marketing,Junior
Kelsey Davis,18,0.57,0,22,Business,Freshman
Kelsey Garcia,14,0.41,3,26,Early Childhood Education,Sophomore
Cal Martinez,15,1.32,0,55,Business,Freshman
Cal Brown,15,2.45,0,9,Marketing,Sophomore
Avery Garcia,14,3.77,1,37,Engineering,Freshman
Manny Jones,18,3.99,3,41,Construction,Freshman
Abby Martin,17,3.65,1,5,Business,Sophomore
Kelsey Brown,14,4.19,1,52,Early College,Senior
Josh Thomas,15,2.58,3,56,Culinary,Junior
Abby Davis,17,4.37,0,57,Bio Med,Senior
Kelsey Jackson,19,1.22,1,48,Early College,Freshman
Nate Hernandez,16,1.39,2,18,Bio Med,Junior
Gavin Brown,14,1.1,1,6,Bio Med,Freshman
Alice Williams,18,3.82,2,26,Early College,Senior
Joe Gonzalez,17,4.02,2,34,Engineering,Senior
Alice Wilson,19,4.05,2,41,Computer Science,Junior
Joe Jones,18,0.74,2,7,Construction,Sophomore
Emm Brown,19,3.12,2,1,Criminal Justice,Senior
Alice Thomas,14,3.71,2,48,Early College,Senior
Abby Martin,18,2.58,2,54,Marketing,Sophomore
Joe Taylor,14,3.26,1,29,Early Childhood Education,Senior
Alice Miller,14,3.4,1,40,Early College,Junior
Cal Wilson,14,0.61,0,2,Bio Med,Freshman
Nate Hernandez,15,1.6,2,4,Business,Freshman
Joe Hernandez,16,4.14,2,2,Early Childhood Education,Senior
Vihaan Martinez,14,2.86,3,13,Early College,Sophomore
Sam Jackson,14,2.99,3,50,Construction,Sophomore
Sam Gonzalez,16,1.96,2,46,Early Childhood Education,Junior
Nate Rodriguez,15,3.34,0,49,Computer Science,Freshman
Avery Taylor,19,1.46,0,46,Culinary,Freshman
Vihaan Smith,14,2.91,3,53,Early Childhood Education,Freshman
Nate Anderson,16,1.85,0,45,Business,Sophomore
Vihaan Martin,16,3.99,0,24,Business,Freshman
Sujay Taylor,16,1.34,3,44,Marketing,Sophomore
Sam Gonzalez,15,2.97,0,20,Engineering,Junior
Joe Lopez,17,1.8,0,43,Early College,Freshman
Josh Garcia,15,2.17,2,33,Computer Science,Senior
Gavin Thomas,16,0.48,0,1,Early College,Freshman
Kelsey Johnson,18,2.17,0,35,Criminal Justice,Junior
Manny Martin,16,4.04,3,2,Engineering,Freshman
Kelsey Gonzalez,14,1.52,1,1,Bio Med,Sophomore
Sam Johnson,18,1.76,3,55,Early College,Junior
Dutch Wilson,14,0.59,1,43,Computer Science,Freshman
Alice Lopez,18,4.31,1,39,Business,Sophomore
Vihaan Anderson,17,3.54,3,48,Culinary,Senior
Gavin Anderson,17,3.69,3,38,Marketing,Sophomore
Sam Smith,18,0.33,3,43,Criminal Justice,Senior
Nate Hernandez,16,2.58,0,3,Bio Med,Freshman
Sujay Moore,17,0.53,0,12,Marketing,Senior
Josh Lopez,19,1.91,0,60,Computer Science,Sophomore
Manny Smith,14,0.32,2,6,Construction,Sophomore
Avery Smith,15,2.33,1,50,Early Childhood Education,Junior
Alice Anderson,18,0.75,3,58,Construction,Junior
Alice Martinez,15,0.42,2,47,Computer Science,Senior
Josh Thomas,19,3.83,3,6,Bio Med,Sophomore
Abby Davis,14,2.85,2,42,Culinary,Freshman
Manny Hernandez,14,1.13,0,36,Criminal Justice,Junior
Kelsey Miller,15,1.52,3,47,Marketing,Sophomore
Nate Thomas,15,0.66,0,2,Construction,Junior
Vihaan Martin,18,4.16,3,32,Construction,Sophomore
Sam Hernandez,15,3.1,0,27,Early College,Sophomore
Nate Thomas,18,3.87,3,17,Early College,Freshman
Sujay Jackson,14,3.17,1,53,Engineering,Sophomore
Kelsey Jackson,15,3.04,3,40,Criminal Justice,Junior
Sam Gonzalez,14,0.57,2,49,Marketing,Junior
Sam Williams,14,2.71,3,50,Early Childhood Education,Sophomore
Sujay Anderson,18,0.35,2,4,Early College,Senior
Avery Lopez,18,1.93,3,33,Construction,Junior
Sujay Gonzalez,15,2.91,1,60,Early Childhood Education,Junior
Avery Wilson,17,0.48,0,29,Culinary,Freshman
Sujay Johnson,18,2.77,1,54,Business,Sophomore
Avery Davis,16,2.26,3,1,Computer Science,Freshman
Joe Hernandez,16,0.39,0,11,Culinary,Sophomore
Cal Johnson,15,1.52,2,40,Marketing,Junior
Sujay Martin,14,3.09,1,37,Culinary,Senior
Vihaan Moore,19,2.61,2,31,Culinary,Junior
Azria Miller,17,0.99,3,19,Culinary,Senior
Avery Anderson,14,4.33,3,21,Construction,Senior
Emm Jones,18,2.47,2,8,Engineering,Senior
Nate Wilson,15,1.82,0,23,Bio Med,Junior
Kelsey Johnson,19,2.71,2,51,Business,Sophomore
Sujay Smith,15,4.31,2,26,Early Childhood Education,Sophomore
Vihaan Garcia,18,2.68,0,20,Marketing,Freshman
Sujay Wilson,16,2.68,3,34,Computer Science,Sophomore
Gavin Jackson,15,3.55,3,31,Early Childhood Education,Senior
Sam Hernandez,16,1.23,0,43,Marketing,Junior
Joe Jones,17,0.87,2,4,Computer Science,Freshman
Abby Jones,16,1.35,2,51,Bio Med,Junior
Nate Davis,19,4.2,1,1,Early College,Senior
Josh Thomas,14,1.44,3,29,Engineering,Junior
Abby Rodriguez,19,0.48,0,25,Construction,Sophomore
Kelsey Davis,15,0.87,2,42,Culinary,Sophomore
Alice Miller,14,1.57,1,4,Bio Med,Sophomore
Vihaan Hernandez,18,2.47,0,48,Culinary,Sophomore
Nate Wilson,19,4.38,2,50,Culinary,Sophomore
Sujay Martin,19,3.67,1,46,Marketing,Freshman
Manny Martinez,14,2.64,2,2,Early College,Junior
Abby Smith,15,1.36,3,46,Culinary,Sophomore
Abby Martin,15,3.21,0,57,Early College,Freshman
Cal Williams,19,2.91,3,44,Marketing,Sophomore
Sam Moore,14,3.17,2,1,Culinary,Freshman
Dutch Lopez,17,3.92,0,44,Computer Science,Senior
Cal Brown,16,3.8,3,56,Early College,Sophomore
Dutch Jones,14,3.6,3,0,Engineering,Freshman
Emm Gonzalez,16,1.08,1,16,Computer Science,Freshman
Josh Jackson,19,2.63,0,39,Marketing,Senior
Azria Thomas,16,3.22,1,60,Marketing,Senior
Nate Jones,14,2.33,3,51,Criminal Justice,Sophomore
Cal Garcia,19,3.68,0,16,Early Childhood Education,Junior
Manny Moore,14,2.55,0,32,Business,Sophomore
Sujay Martin,15,1.8,0,6,Construction,Freshman
Joe Anderson,15,2.6,0,17,Computer Science,Junior
Kelsey Lopez,16,2.49,1,30,Business,Senior
Kelsey Jackson,19,1.72,2,22,Computer Science,Senior
Abby Gonzalez,14,1.7,0,54,Early Childhood Education,Junior
Emm Lopez,16,0.89,0,19,Business,Junior
Dutch Hernandez,16,0.48,2,26,Bio Med,Junior
Joe Gonzalez,18,0.53,1,55,Construction,Freshman
Alice Williams,15,3.54,0,13,Construction,Freshman
Vihaan Brown,17,1.07,1,27,Criminal Justice,Freshman
Alice Jones,14,0.93,2,37,Early Childhood Education,Senior
Emm Anderson,14,0.97,3,16,Computer Science,Junior
Cal Moore,17,0.45,0,46,Computer Science,Freshman
Azria Johnson,14,2.61,3,19,Early Childhood Education,Senior
Kelsey Garcia,18,4.1,1,22,Early Childhood Education,Sophomore
Alice Wilson,17,2.68,1,58,Construction,Freshman
Vihaan Wilson,17,1.54,1,28,Computer Science,Sophomore
Joe Jackson,17,3.63,3,2,Engineering,Junior
Gavin Garcia,14,2.43,0,9,Marketing,Junior
Avery Wilson,16,4.19,2,42,Computer Science,Junior
Joe Anderson,19,0.44,0,43,Business,Senior
Sam Johnson,15,2.74,1,29,Early College,Sophomore
Gavin Moore,15,0.91,3,17,Marketing,Sophomore
Josh Martin,15,1.29,3,20,Computer Science,Sophomore
Gavin Williams,18,3.17,3,35,Early College,Freshman
Sam Martinez,17,1.22,2,47,Marketing,Freshman
Kelsey Garcia,17,3.12,2,12,Business,Freshman
Joe Gonzalez,16,2.59,0,10,Marketing,Senior
Cal Thomas,18,3.91,1,25,Culinary,Junior
Dutch Gonzalez,15,2.39,1,21,Construction,Senior
Nate Miller,15,2.7,1,31,Computer Science,Sophomore
Sam Rodriguez,15,1.3,2,17,Business,Senior
Gavin Garcia,18,1.38,2,29,Culinary,Freshman
Gavin Martinez,18,0.71,0,1,Engineering,Junior
Joe Hernandez,14,3.29,0,38,Business,Senior
Joe Brown,17,2.88,0,30,Culinary,Freshman
Sam Thomas,14,0.98,2,21,Criminal Justice,Junior
Josh Brown,17,2.76,2,11,Marketing,Senior
Nate Taylor,18,4.34,0,1,Bio Med,Sophomore
Vihaan Gonzalez,15,2.86,0,13,Computer Science,Senior
Joe Garcia,19,1.88,3,29,Computer Science,Freshman
Dutch Jackson,17,4.3,2,4,Construction,Senior
Kelsey Taylor,16,0.89,1,6,Engineering,Junior
Cal Thomas,19,0.88,3,47,Business,Senior
Kelsey Thomas,18,2.65,1,57,Early College,Freshman
